round,task,family,baseline_acc,best_cfg,best_acc,best_delta_pp,outcome
218,hotpot_seed41_discovery,hotpot,0.11614061614061615,head_l8,0.11757386757386758,0.14332514332514312,positive
219,arc_mc_seed44_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.375,4.166666666666669,positive
219,protein_ss_seed56_discovery,protein_ss,0.2564285290980206,scalar_l8_train1e4,0.280821085693967,2.4392556595946413,positive
220,mbpp_seed43_anchor,mbpp,0.42160630871038113,head_l10_strong,0.42949585506146587,0.7889546351084742,positive
220,punc_seed29_anchor,other,0.09015529406283396,scalar_l8_train8e5,0.09199605482074685,0.1840760757912896,positive
221,arc_mc_seed45_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.375,8.333333333333332,positive
221,hotpot_seed42_discovery,hotpot,0.0818055818055818,scalar_l8_train8e5,0.09955584955584956,1.7750267750267765,positive
222,protein_ss_seed57_discovery,protein_ss,0.2968304843304843,scalar_l8_train1e4,0.30972329327592485,1.2892808945440537,positive
222,mbpp_longctx_seed13_repair,mbpp_longctx,0.13001813001813,scalar_l8_train8e5,0.14866614866614866,1.8648018648018656,positive
223,mbpp_seed44_headprobe,mbpp,0.3898340561236489,scalar_l8_sched_cos,0.42194470837004777,3.2110652246398863,positive
223,punc_seed30_anchor,other,0.084607202151724,head_l8,0.08433050190328494,-0.02767002484390657,negative
224,arc_mc_seed46_discovery,arc_mc,0.4166666666666667,scalar_l8_train1e4,0.3333333333333333,-8.333333333333337,negative
224,protein_ss_seed58_discovery,protein_ss,0.26049900392005654,head_l8,0.3101323019086177,4.9633297988561145,positive
225,arc_mc_seed47_discovery,arc_mc,0.3333333333333333,scalar_l8_sched_cos,0.375,4.166666666666669,positive
225,protein_ss_seed59_discovery,protein_ss,0.24356406305558848,head_l8,0.3064327950826821,6.286873202709364,positive
226,mbpp_seed45_headprobe,mbpp,0.41439356167862956,head_l10_strong,0.4426720141652269,2.8278452486597327,positive
226,hotpot_seed43_discovery,hotpot,0.11116361116361118,scalar_l8_train8e5,0.12255087255087255,1.1387261387261371,positive
227,arc_mc_seed48_discovery,arc_mc,0.2916666666666667,scalar_l8_train8e5,0.3333333333333333,4.1666666666666625,positive
227,protein_ss_seed60_discovery,protein_ss,0.24252992769941922,head_l8,0.3025470911731246,6.0017163473705395,positive
228,mbpp_seed46_anchor,mbpp,0.431745860026403,scalar_l8_sched_cos,0.41784992355911177,-1.3895936467291259,negative
228,punc_seed31_anchor,other,0.08954184417402176,head_l8,0.08493708741369721,-0.4604756760324555,negative
229,arc_mc_seed49_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.2916666666666667,0.0,flat
229,hotpot_seed44_discovery,hotpot,0.09457884457884458,scalar_l8_train1e4,0.12398412398412399,2.940527940527941,positive
400,protein_ss_seed165_discovery,protein_ss,0.29203551078551077,head_l8,0.2968304843304843,0.47949735449735464,positive
400,arc_mc_seed113_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.2916666666666667,-4.1666666666666625,negative
401,protein_ss_seed166_discovery,protein_ss,0.23927621799300713,scalar_l8_sched_cos,0.2692959582790091,3.001974028600196,positive
401,arc_mc_seed114_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.375,4.166666666666669,positive
402,mbpp_seed90_headprobe,mbpp,0.41462223187147196,scalar_l8_sched_cos,0.44131614654002715,2.6693914668555196,positive
402,protein_ss_seed167_discovery,protein_ss,0.29134179162593765,head_l8,0.2950993867650486,0.37575951391109474,positive
403,squad_seed48_discovery,squad,0.13573232323232323,scalar_l8_sched_cos,0.1457828282828283,1.005050505050506,positive
404,mbpp_longctx_seed57_repair,mbpp_longctx,0.14866614866614866,head_l8,0.14866614866614866,0.0,flat
404,protein_ss_seed168_discovery,protein_ss,0.3075333962121172,scalar_l8_train1e4,0.3123870171674331,0.4853620955315885,positive
405,arc_mc_seed115_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.4583333333333333,12.5,positive
405,mbpp_seed91_headprobe,mbpp,0.42126488768279813,head_l10_strong,0.4278115501519757,0.6546662469177567,positive
406,protein_ss_seed169_discovery,protein_ss,0.2583156068069861,head_l8,0.29134179162593765,3.302618481895153,positive
406,hotpot_seed67_discovery,hotpot,0.0688019188019188,scalar_l8_train1e4,0.10856485856485858,3.9762939762939777,positive
407,squad_seed49_anchor,squad,0.13570707070707072,scalar_l8_sched_cos,0.1432828282828283,0.7575757575757569,positive
407,mbpp_longctx_seed58_repair,mbpp_longctx,0.17586117586117586,head_l8,0.1524648191314858,-2.3396356729690067,negative
408,protein_ss_seed170_discovery,protein_ss,0.24286787305602803,scalar_l8_train1e4,0.32558086222731014,8.271298917128211,positive
408,arc_mc_seed116_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.375,4.166666666666669,positive
409,protein_ss_seed171_discovery,protein_ss,0.24068517689207342,scalar_l8_sched_cos,0.27440345779297376,3.3718280900900344,positive
409,arc_mc_seed117_discovery,arc_mc,0.4166666666666667,scalar_l8_train1e4,0.3333333333333333,-8.333333333333337,negative
410,mbpp_seed92_headprobe,mbpp,0.4060379918588874,scalar_l8_sched_cos,0.4185134931403588,1.2475501281471402,positive
410,protein_ss_seed172_discovery,protein_ss,0.294765615740192,scalar_l8_train1e4,0.29134179162593765,-0.3423824114254348,negative
411,squad_seed50_discovery,squad,0.13578282828282828,scalar_l8_sched_cos,0.1433333333333333,0.755050505050503,positive
412,mbpp_longctx_seed59_repair,mbpp_longctx,0.1572131572131572,scalar_l8_train1e4,0.14866614866614866,-0.8547008547008544,negative
412,protein_ss_seed173_discovery,protein_ss,0.2968304843304843,scalar_l8_train1e4,0.32661871960812444,2.978823527764013,positive
413,arc_mc_seed118_discovery,arc_mc,0.375,scalar_l8_train1e4,0.3333333333333333,-4.166666666666669,negative
413,mbpp_seed93_headprobe,mbpp,0.43036257056013894,scalar_l8_train1e4,0.42118950701040253,-0.9173063549736404,negative
414,protein_ss_seed174_discovery,protein_ss,0.31055402930402926,scalar_l8_sched_cos,0.356322831651779,4.576880234774977,positive
414,hotpot_seed68_discovery,hotpot,0.06257481257481258,head_l8,0.09834309834309835,3.5768285768285764,positive
415,squad_seed51_anchor,squad,0.14830808080808083,scalar_l8_sched_cos,0.15585858585858586,0.755050505050503,positive
415,mbpp_longctx_seed60_repair,mbpp_longctx,0.12552879219545887,head_l8,0.13027713027713028,0.47483380816714105,positive
416,protein_ss_seed175_discovery,protein_ss,0.29134179162593765,head_l8,0.29134179162593765,0.0,flat
416,arc_mc_seed119_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.375,8.333333333333332,positive
417,protein_ss_seed176_discovery,protein_ss,0.29134179162593765,head_l8,0.3145557871278328,2.321399550189512,positive
417,arc_mc_seed120_discovery,arc_mc,0.3333333333333333,scalar_l8_sched_cos,0.375,4.166666666666669,positive
418,protein_contact_seed2_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
418,mbpp_seed94_headprobe,mbpp,0.43347655661088497,scalar_l8_sched_cos,0.43546461137646547,0.19880547655805048,positive
419,squad_seed52_discovery,squad,0.1408838383838384,scalar_l8_sched_cos,0.16090909090909092,2.002525252525253,positive
419,hotpot_seed69_discovery,hotpot,0.11614061614061615,scalar_l8_train1e4,0.11757386757386758,0.14332514332514312,positive
420,mbpp_longctx_seed61_repair,mbpp_longctx,0.1340758007424674,scalar_l8_sched_cos,0.179659846326513,4.558404558404561,positive
420,protein_ss_seed177_discovery,protein_ss,0.2308077698163905,scalar_l8_sched_cos,0.23980748696689907,0.8999717150508568,positive
421,protein_contact_seed3_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
421,arc_mc_seed121_discovery,arc_mc,0.375,scalar_l8_train8e5,0.375,0.0,flat
422,protein_ss_seed178_discovery,protein_ss,0.29717308553515454,head_l8,0.3019571140639886,0.47840285288340834,positive
422,mbpp_seed95_headprobe,mbpp,0.42352630785466605,head_l10_strong,0.4462912709181366,2.2764963063470534,positive
423,squad_seed53_anchor,squad,0.1559090909090909,scalar_l8_train1e4,0.1482828282828283,-0.762626262626262,negative
423,protein_contact_seed4_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
424,protein_ss_seed179_discovery,protein_ss,0.2876368271105113,scalar_l8_sched_cos,0.2879563233376793,0.03194962271679813,positive
424,protein_contact_seed5_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
425,protein_ss_seed180_discovery,protein_ss,0.29134179162593765,scalar_l8_sched_cos,0.32877599982863137,3.743420820269372,positive
425,arc_mc_seed122_discovery,arc_mc,0.3333333333333333,scalar_l8_sched_cos,0.4166666666666667,8.333333333333337,positive
426,protein_contact_seed6_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
426,mbpp_seed96_headprobe,mbpp,0.40930308293530177,head_l10_strong,0.4110131162369969,0.1710033301695113,positive
427,squad_seed54_discovery,squad,0.13830808080808082,scalar_l8_train1e4,0.15080808080808084,1.250000000000001,positive
427,hotpot_seed70_discovery,hotpot,0.06262626262626263,scalar_l8_sched_cos,0.08673533673533673,2.4109074109074107,positive
428,mbpp_longctx_seed62_repair,mbpp_longctx,0.10532677199343865,scalar_l8_sched_cos,0.14866614866614866,4.333937667271001,positive
428,protein_ss_seed181_discovery,protein_ss,0.342520965876229,scalar_l8_train1e4,0.2644103581603581,-7.811060771587086,negative
429,protein_contact_seed7_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
429,arc_mc_seed123_discovery,arc_mc,0.3333333333333333,scalar_l8_sched_cos,0.4166666666666667,8.333333333333337,positive
430,protein_ss_seed182_discovery,protein_ss,0.21356072798952636,scalar_l8_sched_cos,0.24204512688630392,2.8484398896777563,positive
430,mbpp_seed97_headprobe,mbpp,0.403739400963826,scalar_l8_train1e4,0.42111412633800693,1.7374725374180944,positive
431,squad_seed55_anchor,squad,0.13803705060442722,scalar_l8_sched_cos,0.1583838383838384,2.034678777941118,positive
431,protein_contact_seed8_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
432,protein_ss_seed183_discovery,protein_ss,0.2968304843304843,head_l8,0.2968304843304843,0.0,flat
432,protein_contact_seed9_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
433,protein_ss_seed184_discovery,protein_ss,0.29134179162593765,scalar_l8_train1e4,0.3013603720840563,1.0018580458118653,positive
433,arc_mc_seed124_discovery,arc_mc,0.25,scalar_l8_sched_cos,0.375,12.5,positive
434,protein_contact_seed10_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
434,mbpp_seed98_headprobe,mbpp,0.451266395296246,scalar_l8_train1e4,0.4160259309513041,-3.5240464344941937,negative
435,squad_seed56_discovery,squad,0.1416319967329437,head_l8,0.14325757575757575,0.16255790246320623,positive
435,hotpot_seed71_discovery,hotpot,0.11116361116361118,scalar_l8_train1e4,0.11376236376236377,0.2598752598752599,positive
436,mbpp_longctx_seed63_repair,mbpp_longctx,0.179659846326513,scalar_l8_sched_cos,0.15022015022015023,-2.9439696106362767,negative
436,protein_ss_seed185_discovery,protein_ss,0.26562868174710275,scalar_l8_train1e4,0.29681776556776557,3.118908382066282,positive
437,protein_contact_seed11_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
437,arc_mc_seed125_discovery,arc_mc,0.375,scalar_l8_train1e4,0.3333333333333333,-4.166666666666669,negative
438,protein_ss_seed186_discovery,protein_ss,0.2968304843304843,scalar_l8_sched_cos,0.34210865701688625,4.527817268640194,positive
438,mbpp_seed99_headprobe,mbpp,0.4311774461028192,scalar_l8_sched_cos,0.43557316543638736,0.43957193335681377,positive
439,squad_seed57_anchor,squad,0.15333333333333332,head_l8,0.1533080808080808,-0.0025252525252511537,negative
439,protein_contact_seed12_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
440,protein_ss_seed187_discovery,protein_ss,0.2968304843304843,scalar_l8_sched_cos,0.30792343249970366,1.1092948169219352,positive
440,protein_contact_seed13_discovery,protein_contact,0.9609375,head_l8,0.9609375,0.0,flat
441,protein_ss_seed188_discovery,protein_ss,0.24616905687066687,scalar_l8_sched_cos,0.2648423610288017,1.867330415813484,positive
441,arc_mc_seed126_discovery,arc_mc,0.375,scalar_l8_train8e5,0.4166666666666667,4.166666666666669,positive
442,protein_contact_seed14_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
442,mbpp_seed100_headprobe,mbpp,0.4151924601964253,head_l10_strong,0.41853230037211003,0.33398401756847274,positive
443,squad_seed58_discovery,squad,0.14330808080808083,scalar_l8_sched_cos,0.1508838383838384,0.7575757575757569,positive
443,hotpot_seed72_discovery,hotpot,0.09812259812259812,scalar_l8_train1e4,0.09198009198009198,-0.6142506142506138,negative
444,mbpp_longctx_seed64_repair,mbpp_longctx,0.1441768108434775,scalar_l8_train1e4,0.13856513856513855,-0.5611672278338947,negative
444,protein_ss_seed189_discovery,protein_ss,0.245230631437528,scalar_l8_train1e4,0.25393248992386924,0.8701858486341252,positive
445,protein_contact_seed15_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
445,arc_mc_seed127_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.2916666666666667,0.0,flat
446,protein_ss_seed190_discovery,protein_ss,0.2260445063411165,scalar_l8_sched_cos,0.2618425873584155,3.5798081017298977,positive
446,mbpp_seed101_headprobe,mbpp,0.41866425448515,scalar_l8_train1e4,0.4335896276194784,1.4925373134328401,positive
447,squad_seed59_anchor,squad,0.15083333333333332,scalar_l8_train1e4,0.14335858585858585,-0.7474747474747467,negative
447,protein_contact_seed16_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
448,protein_ss_seed191_discovery,protein_ss,0.2968304843304843,head_l8,0.2968304843304843,0.0,flat
448,protein_contact_seed17_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
449,protein_ss_seed232_discovery,protein_ss,0.2968304843304843,scalar_l8_sched_cos,0.329197727224043,3.2367242893558688,positive
449,arc_mc_seed164_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.4166666666666667,8.333333333333337,positive
450,mbpp_seed126_headprobe,mbpp,0.40208423795049936,scalar_l8_sched_cos,0.43323925314806777,3.115501519756841,positive
451,squad_seed80_discovery,squad,0.14070707070707072,head_l8,0.1482828282828283,0.7575757575757569,positive
451,mbpp_longctx_seed85_repair,mbpp_longctx,0.16576016576016575,scalar_l8_sched_cos,0.15876715876715874,-0.6993006993007006,negative
452,protein_ss_seed233_discovery,protein_ss,0.27842808918238676,head_l8,0.29557907976153086,1.7150990579144099,positive
452,arc_mc_seed165_discovery,arc_mc,0.4166666666666667,scalar_l8_sched_cos,0.375,-4.166666666666669,negative
453,mbpp_seed127_headprobe,mbpp,0.43366500829187393,scalar_l8_sched_cos,0.4161013116236997,-1.7563696668174256,negative
453,protein_ss_seed234_discovery,protein_ss,0.24679470712514484,scalar_l8_sched_cos,0.2769912978495551,3.0196590724410277,positive
454,arc_mc_seed166_discovery,arc_mc,0.4166666666666667,scalar_l8_train1e4,0.4166666666666667,0.0,flat
455,squad_seed81_anchor,squad,0.13325757575757577,scalar_l8_train1e4,0.14830808080808083,1.5050505050505065,positive
455,mbpp_seed128_anchor,mbpp,0.3959369817578773,scalar_l8_train1e4,0.4236393788632595,2.7702397105382195,positive
456,mbpp_longctx_seed86_repair,mbpp_longctx,0.14797548130881463,scalar_l8_sched_cos,0.18837952171285507,4.040404040404044,positive
456,protein_ss_seed235_discovery,protein_ss,0.319204100983762,scalar_l8_train1e4,0.33255347235610394,1.3349371372341934,positive
457,protein_ss_seed236_discovery,protein_ss,0.2968304843304843,head_l8,0.2968304843304843,0.0,flat
457,arc_mc_seed167_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.375,4.166666666666669,positive
458,mbpp_seed129_headprobe,mbpp,0.426164631388512,scalar_l8_sched_cos,0.4199658390776551,-0.6198792310856904,negative
465,arc_mc_seed170_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.375,4.166666666666669,positive
465,mbpp_seed132_headprobe,mbpp,0.43366500829187393,scalar_l8_train1e4,0.4286521935775667,-0.5012814714307257,negative
466,protein_ss_seed239_discovery,protein_ss,0.2784327960175418,head_l8,0.3517059207848682,7.327312476732639,positive
466,squad_seed84_discovery,squad,0.1440950509201358,head_l8,0.14835858585858586,0.4263534938450053,positive
468,mbpp_longctx_seed89_repair,mbpp_longctx,0.17517050850384183,scalar_l8_train1e4,0.179659846326513,0.44893378226711633,positive
468,protein_contact_seed20_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
469,arc_mc_seed171_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
500,protein_contact_seed28_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
500,arc_mc_seed182_discovery,arc_mc,0.4166666666666667,scalar_l8_train1e4,0.375,-4.166666666666669,negative
501,protein_ss_seed251_discovery,protein_ss,0.2351181146439767,scalar_l8_train1e4,0.2351181146439767,0.0,flat
501,mbpp_seed141_anchor,mbpp,0.4151924601964253,scalar_l8_sched_cos,0.41357605909844714,-0.16164010979781707,negative
502,squad_seed93_anchor,squad,0.1457323232323232,scalar_l8_train1e4,0.14580808080808083,0.007575757575761788,positive
502,mbpp_longctx_seed98_repair,mbpp_longctx,0.14797548130881463,scalar_l8_train1e4,0.16886816886816888,2.089268755935425,positive
503,hotpot_seed84_discovery,hotpot,0.0983903483903484,scalar_l8_train1e4,0.10999810999811001,1.1607761607761613,positive
503,arc_mc_seed183_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.2916666666666667,0.0,flat
504,protein_contact_seed29_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
504,protein_ss_seed252_discovery,protein_ss,0.23927621799300713,scalar_l8_sched_cos,0.26684673085535154,2.757051286234441,positive
505,arc_mc_seed184_discovery,arc_mc,0.375,scalar_l8_train1e4,0.4166666666666667,4.166666666666669,positive
505,mbpp_seed142_headprobe,mbpp,0.426164631388512,scalar_l8_train1e4,0.41621438263229305,-0.9950248756218971,negative
506,protein_ss_seed253_discovery,protein_ss,0.301216449242765,head_l8,0.2968304843304843,-0.43859649122807154,negative
506,squad_seed94_discovery,squad,0.13825757575757575,scalar_l8_train1e4,0.14580808080808083,0.7550505050505085,positive
507,hotpot_seed85_discovery,hotpot,0.07656082656082656,head_l8,0.10098910098910101,2.4428274428274444,positive
507,mbpp_longctx_seed99_repair,mbpp_longctx,0.1208667875334542,head_l8,0.17810584477251146,5.723905723905726,positive
508,protein_contact_seed30_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
508,arc_mc_seed185_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
509,protein_ss_seed254_discovery,protein_ss,0.30533732836364413,scalar_l8_sched_cos,0.3285460226468473,2.3208694283203157,positive
509,mbpp_seed143_anchor,mbpp,0.42330567925333984,head_l10_strong,0.44116538519523596,1.785970594189612,positive
510,squad_seed95_anchor,squad,0.13073232323232323,head_l8,0.15335858585858586,2.2626262626262634,positive
510,mbpp_longctx_seed100_repair,mbpp_longctx,0.11318311318311318,head_l8,0.13787447120780452,2.4691358024691343,positive
511,hotpot_seed86_discovery,hotpot,0.07015057015057015,head_l8,0.11116361116361118,4.101304101304103,positive
511,arc_mc_seed186_discovery,arc_mc,0.25,scalar_l8_sched_cos,0.3333333333333333,8.333333333333332,positive
512,protein_contact_seed31_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
512,protein_ss_seed255_discovery,protein_ss,0.3102106227106227,head_l8,0.30129477004477,-0.8915852665852708,negative
513,arc_mc_seed187_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.375,8.333333333333332,positive
513,mbpp_seed144_headprobe,mbpp,0.39356249057741594,scalar_l8_sched_cos,0.4001122334455668,0.6549742868150854,positive
514,protein_ss_seed256_discovery,protein_ss,0.2968304843304843,scalar_l8_sched_cos,0.2968304843304843,0.0,flat
514,squad_seed96_discovery,squad,0.13075757575757577,head_l8,0.14580808080808083,1.5050505050505065,positive
515,hotpot_seed87_discovery,hotpot,0.08556983556983556,scalar_l8_sched_cos,0.09341334341334341,0.7843507843507846,positive
515,mbpp_longctx_seed101_repair,mbpp_longctx,0.16351549684883018,head_l8,0.1673141673141673,0.3798670465337106,positive
516,protein_contact_seed32_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
516,arc_mc_seed188_discovery,arc_mc,0.375,scalar_l8_train1e4,0.3333333333333333,-4.166666666666669,negative
517,protein_ss_seed257_discovery,protein_ss,0.27465627592746233,scalar_l8_train1e4,0.25616629133578284,-1.8489984591679498,negative
517,mbpp_seed145_anchor,mbpp,0.4040924880590534,scalar_l8_train1e4,0.418475802804161,1.4383314745107623,positive
518,squad_seed97_anchor,squad,0.16585858585858587,scalar_l8_sched_cos,0.15083333333333332,-1.5025252525252553,negative
520,protein_contact_seed33_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
520,protein_ss_seed258_discovery,protein_ss,0.3161468999631592,scalar_l8_train1e4,0.30560241415504574,-1.0544485808113457,negative
521,arc_mc_seed190_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.3333333333333333,0.0,flat
521,mbpp_seed146_headprobe,mbpp,0.3985376149555254,head_l10_strong,0.4159882406151063,1.7450625659580887,positive
522,protein_ss_seed259_discovery,protein_ss,0.30105110532742113,scalar_l8_sched_cos,0.3508838870680976,4.983278174067646,positive
522,squad_seed98_discovery,squad,0.13820707070707072,scalar_l8_sched_cos,0.1457828282828283,0.7575757575757569,positive
523,hotpot_seed89_discovery,hotpot,0.13415863415863416,scalar_l8_train1e4,0.11640836640836642,-1.7750267750267736,negative
523,mbpp_longctx_seed103_repair,mbpp_longctx,0.1673141673141673,head_l8,0.17111283777950445,0.37986704653371617,positive
524,protein_contact_seed34_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
524,arc_mc_seed191_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
525,protein_ss_seed260_discovery,protein_ss,0.30133895101000363,head_l8,0.3102019203992888,0.8862969389285158,positive
525,mbpp_seed147_anchor,mbpp,0.4234509271822705,scalar_l8_sched_cos,0.4301454624402953,0.669453525802477,positive
526,squad_seed99_anchor,squad,0.1457070707070707,scalar_l8_sched_cos,0.15080808080808084,0.5101010101010134,positive
526,mbpp_longctx_seed104_repair,mbpp_longctx,0.11542778209444876,head_l8,0.1603211603211603,4.489337822671155,positive
527,hotpot_seed90_discovery,hotpot,0.10475335475335475,head_l8,0.1265828765828766,2.1829521829521843,positive
527,arc_mc_seed192_discovery,arc_mc,0.4166666666666667,scalar_l8_train1e4,0.375,-4.166666666666669,negative
528,protein_contact_seed35_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
528,protein_ss_seed261_discovery,protein_ss,0.27864265364265367,scalar_l8_sched_cos,0.3600171955522236,8.137454190956994,positive
529,arc_mc_seed193_discovery,arc_mc,0.2916666666666667,scalar_l8_train8e5,0.2916666666666667,0.0,flat
529,mbpp_seed148_headprobe,mbpp,0.4036258103422282,head_l10_strong,0.4335896276194784,2.996381727725017,positive
530,protein_ss_seed262_discovery,protein_ss,0.2910336252160763,scalar_l8_train1e4,0.3148529711029711,2.3819345886894827,positive
530,squad_seed100_discovery,squad,0.1533838383838384,scalar_l8_train1e4,0.1558080808080808,0.2424242424242412,positive
531,hotpot_seed91_discovery,hotpot,0.07656082656082656,scalar_l8_train1e4,0.10098910098910101,2.4428274428274444,positive
531,mbpp_longctx_seed105_repair,mbpp_longctx,0.13476646809980142,scalar_l8_sched_cos,0.20909954243287576,7.4333074333074345,positive
532,protein_contact_seed36_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
532,arc_mc_seed194_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
533,protein_ss_seed263_discovery,protein_ss,0.3102275646417887,scalar_l8_sched_cos,0.3152830236338758,0.5055458992087092,positive
533,mbpp_seed149_anchor,mbpp,0.4235639981908639,head_l10_strong,0.4285014322327755,0.49374340419116036,positive
534,squad_seed101_anchor,squad,0.1559090909090909,head_l8,0.1483838383838384,-0.7525252525252518,negative
534,mbpp_longctx_seed106_repair,mbpp_longctx,0.14866614866614866,head_l8,0.1673141673141673,1.8648018648018627,positive
540,protein_contact_seed38_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
540,arc_mc_seed197_discovery,arc_mc,0.375,scalar_l8_train1e4,0.375,0.0,flat
541,protein_ss_seed266_discovery,protein_ss,0.30543707023970185,scalar_l8_sched_cos,0.3016381766381766,-0.3798893601525244,negative
541,mbpp_seed151_anchor,mbpp,0.4412179765523231,scalar_l8_train1e4,0.4486657620985979,0.7447785546274788,positive
542,squad_seed103_anchor,squad,0.13587840226228348,scalar_l8_sched_cos,0.13587840226228348,0.0,flat
542,mbpp_longctx_seed108_repair,mbpp_longctx,0.1524648191314858,scalar_l8_sched_cos,0.14011914011914012,-1.2345679012345678,negative
543,hotpot_seed94_discovery,hotpot,0.06931671931671932,scalar_l8_sched_cos,0.11354186354186353,4.422514422514421,positive
543,arc_mc_seed198_discovery,arc_mc,0.25,scalar_l8_train1e4,0.375,12.5,positive
544,protein_contact_seed39_discovery,protein_contact,0.96875,head_l8,0.96875,0.0,flat
544,protein_ss_seed267_discovery,protein_ss,0.2568821894479789,scalar_l8_train1e4,0.2769557440610072,2.007355461302829,positive
545,mbpp_longctx_seed109_repair,mbpp_longctx,0.18665285331951997,scalar_l8_train1e4,0.2192005525338859,3.254769921436593,positive
545,mbpp_seed152_headprobe,mbpp,0.3989904472427269,scalar_l8_train1e4,0.44865392965696915,4.966348241424223,positive
546,arc_mc_seed199_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.3333333333333333,0.0,flat
550,mbpp_seed155_anchor,mbpp,0.3926676020252547,head_l10_strong,0.40930308293530177,1.6635480910047074,positive
550,protein_ss_seed270_discovery,protein_ss,0.278699553370606,scalar_l8_sched_cos,0.2933964183964184,1.4696865025812411,positive
551,arc_mc_seed202_discovery,arc_mc,0.3333333333333333,scalar_l8_train1e4,0.4166666666666667,8.333333333333337,positive
551,mbpp_seed156_headprobe,mbpp,0.41862656414895216,head_l10_strong,0.41353836876224936,-0.5088195386702798,negative
552,protein_ss_seed271_discovery,protein_ss,0.28745876443244867,scalar_l8_train1e4,0.31081911509543086,2.33603506629822,positive
552,mbpp_longctx_seed111_repair,mbpp_longctx,0.13252179918846585,head_l8,0.15496848830182164,2.244668911335579,positive
553,mbpp_longctx_seed112_repair,mbpp_longctx,0.1340758007424674,scalar_l8_sched_cos,0.15091081757748426,1.683501683501687,positive
553,mbpp_seed157_headprobe,mbpp,0.39676508901432916,head_l10_strong,0.4036258103422282,0.6860721327899055,positive
554,arc_mc_seed203_discovery,arc_mc,0.2916666666666667,scalar_l8_train1e4,0.3333333333333333,4.1666666666666625,positive
554,protein_ss_seed272_discovery,protein_ss,0.2757025302283923,scalar_l8_train1e4,0.319204100983762,4.35015707553697,positive
555,mbpp_seed158_anchor,mbpp,0.4172818063395571,scalar_l8_train1e4,0.42367706919945725,0.6395262859900164,positive
555,arc_mc_seed204_discovery,arc_mc,0.4583333333333333,scalar_l8_train1e4,0.4166666666666667,-4.1666666666666625,negative
556,protein_ss_seed273_discovery,protein_ss,0.245230631437528,scalar_l8_sched_cos,0.27544298921417565,3.021235777664766,positive
556,mbpp_seed159_headprobe,mbpp,0.4185511834765566,scalar_l8_train1e4,0.4286521935775667,1.0101010101010055,positive
557,arc_mc_seed205_discovery,arc_mc,0.3333333333333333,scalar_l8_train8e5,0.4166666666666667,8.333333333333337,positive
